anno,region,zona,acceso_int,quintil,niveduc,sexo,edad,tipo_acceso,edad_tramo,usa_computador,usa_smartphone,exp_hog
2013,11 aysen,urbano,no,Q4,media_tp_completa,hombre,51.0,Ninguna,51–55,no,no,81.35
2013,11 aysen,urbano,si,Q5,sup_tecnica_completa,hombre,37.0,Sólo Móvil,36–40,si,si,81.35
2013,11 aysen,urbano,no,Q4,basica_incompleta,mujer,48.0,Ninguna,46–50,no,no,31.51
2013,11 aysen,urbano,si,Q4,media_tp_completa,mujer,37.0,Sólo Fija,36–40,si,no,31.51
2013,11 aysen,urbano,no,Q1,basica_incompleta,mujer,71.0,Ninguna,71–75,no,no,31.51
2013,11 aysen,urbano,no,Q2,basica_completa,mujer,65.0,Ninguna,61–65,no,no,31.51
2013,11 aysen,urbano,no,Q3,media_tp_completa,hombre,32.0,Ninguna,31–35,no,no,31.51
2013,11 aysen,urbano,no,Q2,media_ch_completa,hombre,27.0,Ninguna,26–30,no,no,31.51
2013,11 aysen,urbano,no,Q2,basica_completa,hombre,66.0,Ninguna,66–70,no,no,31.51
2013,11 aysen,urbano,si,Q4,media_ch_incompleta,mujer,33.0,Sólo Móvil,31–35,si,no,31.51
2013,11 aysen,urbano,si,Q1,basica_completa,mujer,57.0,Sólo Móvil,56–60,no,si,31.51
2013,11 aysen,urbano,si,Q2,media_ch_completa,mujer,45.0,Sólo Fija,41–45,si,no,31.51
2013,11 aysen,urbano,si,Q5,sup_tecnica_completa,hombre,45.0,Sólo Fija,41–45,si,no,31.51
2013,11 aysen,urbano,no,Q1,media_ch_incompleta,mujer,58.0,Ninguna,56–60,no,no,31.51
2013,11 aysen,urbano,no,Q3,media_ch_incompleta,mujer,58.0,Ninguna,56–60,no,no,31.51
2013,11 aysen,urbano,no,Q5,basica_incompleta,hombre,71.0,Ninguna,71–75,no,no,31.51
2013,11 aysen,urbano,no,Q1,basica_incompleta,mujer,74.0,Ninguna,71–75,no,no,31.51
2013,11 aysen,urbano,si,Q1,basica_incompleta,mujer,65.0,Sólo Móvil,61–65,si,si,31.51
2013,11 aysen,urbano,si,Q3,media_tp_completa,mujer,39.0,Sólo Fija,36–40,si,no,31.51
2013,11 aysen,urbano,si,Q5,media_ch_completa,hombre,28.0,Sólo Fija,26–30,si,no,31.51
2013,11 aysen,urbano,no,Q2,media_ch_completa,hombre,51.0,Ninguna,51–55,no,no,31.51
2013,8 biobio,urbano,si,Q4,media_ch_completa,mujer,45.0,Sólo Fija,41–45,si,no,623.97
2013,8 biobio,urbano,si,Q2,media_tp_completa,mujer,30.0,Sólo Fija,26–30,si,no,623.97
2013,8 biobio,urbano,si,Q3,media_tp_completa,mujer,32.0,Sólo Fija,31–35,si,no,623.97
2013,8 biobio,urbano,no,Q4,basica_incompleta,mujer,66.0,Ninguna,66–70,no,no,623.97
2013,8 biobio,urbano,si,Q3,basica_completa,mujer,39.0,Sólo Fija,36–40,si,no,623.97
2013,8 biobio,urbano,si,Q3,basica_incompleta,hombre,66.0,Sólo Fija,66–70,si,no,623.97
2013,8 biobio,urbano,si,Q2,media_ch_completa,mujer,40.0,Sólo Fija,36–40,si,no,623.97
2013,8 biobio,urbano,si,Q3,media_tp_completa,mujer,40.0,Sólo Fija,36–40,si,no,623.97
2013,8 biobio,urbano,si,Q4,media_ch_completa,mujer,32.0,Sólo Fija,31–35,si,no,623.97
2013,13 metropolitana,urbano,si,Q5,media_tp_completa,mujer,38.0,Sólo Fija,36–40,si,no,936.1
2013,13 metropolitana,urbano,no,Q5,sup_tecnica_completa,mujer,22.0,Ninguna,21–25,no,no,936.1
2013,13 metropolitana,urbano,si,Q4,media_tp_completa,hombre,45.0,Sólo Fija,41–45,si,no,936.1
2013,13 metropolitana,urbano,no,Q1,media_ch_incompleta,hombre,60.0,Ninguna,56–60,no,no,936.1
2013,13 metropolitana,urbano,si,Q3,sup_universitaria_completa,hombre,27.0,Sólo Móvil,26–30,si,si,936.1
2013,13 metropolitana,urbano,no,Q1,media_tp_completa,mujer,51.0,Ninguna,51–55,no,no,936.1
2013,13 metropolitana,urbano,no,Q1,basica_completa,mujer,39.0,Ninguna,36–40,no,no,936.1
2013,13 metropolitana,urbano,no,Q2,media_tp_incompleta,mujer,32.0,Ninguna,31–35,no,no,936.1
2013,13 metropolitana,urbano,si,Q4,media_ch_completa,mujer,40.0,Sólo Fija,36–40,si,si,936.1
2013,13 metropolitana,urbano,si,Q3,basica_incompleta,hombre,69.0,Sólo Fija,66–70,si,si,936.1
2013,13 metropolitana,urbano,si,Q4,media_ch_completa,mujer,41.0,Sólo Fija,41–45,si,no,936.1
2013,13 metropolitana,urbano,si,Q3,sup_universitaria_completa,hombre,34.0,Sólo Móvil,31–35,si,si,936.1
2013,8 biobio,urbano,no,Q3,basica_incompleta,mujer,32.0,Ninguna,31–35,no,no,623.97
2013,8 biobio,urbano,no,Q1,basica_incompleta,mujer,62.0,Ninguna,61–65,no,no,623.97
2013,8 biobio,urbano,no,Q1,media_ch_completa,hombre,39.0,Ninguna,36–40,no,no,623.97
2013,8 biobio,urbano,si,Q5,sup_universitaria_completa,mujer,26.0,Sólo Móvil,26–30,si,si,623.97
2013,8 biobio,urbano,no,Q1,media_ch_incompleta,hombre,19.0,Ninguna,18–20,no,no,623.97
2013,8 biobio,urbano,no,Q1,basica_incompleta,mujer,70.0,Ninguna,66–70,no,no,623.97
2013,8 biobio,urbano,no,Q1,basica_incompleta,hombre,70.0,Ninguna,66–70,no,no,623.97
2013,8 biobio,urbano,no,Q1,media_ch_completa,hombre,31.0,Ninguna,31–35,no,no,623.97
2013,8 biobio,urbano,no,Q1,basica_incompleta,mujer,59.0,Ninguna,56–60,no,no,623.97
2013,8 biobio,urbano,no,Q1,media_ch_completa,mujer,29.0,Ninguna,26–30,no,no,623.97
2013,8 biobio,urbano,no,Q1,basica_completa,mujer,34.0,Ninguna,31–35,no,no,623.97
2013,8 biobio,urbano,si,Q3,media_ch_incompleta,mujer,37.0,Sólo Móvil,36–40,no,si,623.97
2013,8 biobio,urbano,si,Q1,media_ch_completa,mujer,31.0,Sólo Móvil,31–35,no,si,623.97
2013,8 biobio,urbano,si,Q3,basica_completa,hombre,32.0,Sólo Móvil,31–35,si,no,623.97
2013,8 biobio,urbano,no,Q3,sup_tecnica_incompleta,mujer,51.0,Ninguna,51–55,no,no,623.97
2013,8 biobio,urbano,no,Q1,sin_educacion_formal,hombre,64.0,Ninguna,61–65,no,no,623.97
2013,8 biobio,urbano,no,Q1,media_ch_completa,mujer,28.0,Ninguna,26–30,no,no,623.97
2013,8 biobio,urbano,si,Q1,media_ch_completa,hombre,56.0,Sólo Móvil,56–60,no,si,623.97
2013,8 biobio,urbano,no,Q1,basica_completa,mujer,57.0,Ninguna,56–60,no,no,623.97
2013,8 biobio,urbano,no,Q3,media_tp_completa,mujer,33.0,Ninguna,31–35,no,no,623.97
2013,8 biobio,urbano,no,Q2,sup_tecnica_completa,mujer,42.0,Ninguna,41–45,no,no,623.97
2013,8 biobio,urbano,no,Q5,sup_universitaria_completa,mujer,36.0,Ninguna,36–40,no,no,623.97
2013,8 biobio,urbano,no,Q1,media_ch_completa,hombre,45.0,Ninguna,41–45,no,no,623.97
2013,8 biobio,urbano,no,Q2,media_ch_completa,hombre,18.0,Ninguna,18–20,no,no,623.97
2013,8 biobio,urbano,no,Q2,media_ch_completa,mujer,52.0,Ninguna,51–55,no,no,623.97
2013,8 biobio,urbano,no,Q2,media_ch_completa,mujer,44.0,Ninguna,41–45,no,no,623.97
2013,8 biobio,urbano,no,Q3,media_ch_completa,hombre,36.0,Ninguna,36–40,no,no,623.97
2013,8 biobio,urbano,no,Q4,media_ch_completa,mujer,36.0,Ninguna,36–40,no,no,623.97
2013,8 biobio,urbano,no,Q2,media_ch_completa,mujer,18.0,Ninguna,18–20,no,no,623.97
2013,13 metropolitana,urbano,si,Q3,media_tp_completa,hombre,65.0,Sólo Fija,61–65,si,si,936.1
2013,13 metropolitana,urbano,no,Q1,basica_completa,hombre,61.0,Ninguna,61–65,no,no,936.1
2013,13 metropolitana,urbano,no,Q1,media_ch_completa,mujer,67.0,Ninguna,66–70,no,no,936.1
2013,13 metropolitana,urbano,si,Q5,sup_universitaria_completa,hombre,34.0,Sólo Fija,31–35,si,no,936.1
2013,13 metropolitana,urbano,si,Q3,media_ch_completa,mujer,31.0,Sólo Fija,31–35,si,si,936.1
2013,13 metropolitana,urbano,no,Q1,media_tp_completa,hombre,72.0,Ninguna,71–75,no,no,936.1
2013,13 metropolitana,urbano,si,Q3,media_ch_incompleta,mujer,70.0,Sólo Fija,66–70,si,si,936.1
2013,13 metropolitana,urbano,si,Q5,sup_universitaria_incompleta,hombre,24.0,Sólo Fija,21–25,si,no,936.1
2013,13 metropolitana,urbano,si,Q5,sup_tecnica_completa,mujer,55.0,Sólo Fija,51–55,si,si,936.1
2013,13 metropolitana,urbano,si,Q5,sup_universitaria_completa,hombre,46.0,Sólo Fija,46–50,si,si,936.1
2013,13 metropolitana,urbano,si,Q5,sup_universitaria_completa,mujer,44.0,Sólo Fija,41–45,si,si,936.1
2013,13 metropolitana,urbano,si,Q4,sup_tecnica_completa,hombre,33.0,Sólo Móvil,31–35,si,si,936.1
2013,13 metropolitana,urbano,si,Q5,sup_universitaria_completa,hombre,27.0,Sólo Fija,26–30,si,si,936.1
2013,13 metropolitana,urbano,si,Q5,sup_universitaria_completa,hombre,42.0,Sólo Fija,41–45,si,si,936.1
2013,13 metropolitana,urbano,si,Q5,sup_universitaria_completa,mujer,58.0,Sólo Fija,56–60,si,si,936.1
2013,12 magallanes,rural,si,Q5,media_ch_completa,mujer,34.0,Sólo Móvil,31–35,si,si,17.34
2013,12 magallanes,rural,si,Q5,media_ch_completa,mujer,38.0,Sólo Móvil,36–40,si,si,17.34
2013,12 magallanes,rural,si,Q5,media_tp_completa,mujer,34.0,Sólo Fija,31–35,si,si,17.34
2013,12 magallanes,rural,no,Q1,media_tp_completa,mujer,31.0,Ninguna,31–35,no,no,17.34
2013,12 magallanes,rural,si,Q4,media_ch_incompleta,mujer,30.0,Sólo Fija,26–30,si,si,17.34
2013,12 magallanes,rural,si,Q4,sup_tecnica_completa,mujer,27.0,Sólo Móvil,26–30,no,si,17.34
2013,12 magallanes,rural,si,Q1,media_tp_completa,mujer,27.0,Sólo Móvil,26–30,si,no,17.34
2013,12 magallanes,rural,si,Q4,media_tp_completa,mujer,25.0,Sólo Fija,21–25,si,si,17.34
2013,12 magallanes,rural,si,Q4,media_ch_completa,mujer,34.0,Sólo Fija,31–35,no,si,17.34
2013,12 magallanes,rural,si,Q4,sup_tecnica_incompleta,hombre,26.0,Sólo Fija,26–30,si,si,17.34
2013,12 magallanes,rural,si,Q5,media_ch_completa,hombre,32.0,Sólo Móvil,31–35,si,no,17.34
2013,12 magallanes,rural,no,Q1,basica_completa,mujer,51.0,Ninguna,51–55,no,no,17.34
2013,12 magallanes,rural,si,Q5,sup_universitaria_completa,mujer,27.0,Sólo Móvil,26–30,si,si,17.34
2013,12 magallanes,rural,no,Q5,media_ch_completa,mujer,49.0,Ninguna,46–50,no,no,17.34
2013,12 magallanes,rural,no,Q3,sup_tecnica_completa,mujer,26.0,Ninguna,26–30,no,no,17.34
2013,12 magallanes,rural,si,Q3,media_tp_completa,hombre,44.0,Sólo Móvil,41–45,no,si,17.34
2013,12 magallanes,rural,no,Q4,sup_tecnica_incompleta,mujer,48.0,Ninguna,46–50,no,no,17.34
2013,12 magallanes,rural,si,Q3,sup_universitaria_incompleta,mujer,25.0,Sólo Móvil,21–25,si,si,17.34
2013,12 magallanes,rural,no,Q3,sup_tecnica_completa,mujer,54.0,Ninguna,51–55,no,no,17.34
2013,12 magallanes,rural,si,Q3,sup_universitaria_completa,mujer,37.0,Sólo Móvil,36–40,no,si,17.34
2013,12 magallanes,rural,no,Q5,basica_completa,hombre,47.0,Ninguna,46–50,no,no,17.34
2013,12 magallanes,rural,si,Q5,sup_universitaria_completa,hombre,24.0,Sólo Fija,21–25,si,no,17.34
2013,12 magallanes,rural,si,Q3,media_tp_completa,mujer,32.0,Sólo Móvil,31–35,si,si,17.34
2013,12 magallanes,rural,si,Q2,media_ch_completa,mujer,49.0,Sólo Móvil,46–50,si,no,17.34
2013,12 magallanes,rural,si,Q4,basica_incompleta,mujer,53.0,Sólo Fija,51–55,si,no,17.34
2013,12 magallanes,rural,no,Q2,basica_completa,hombre,66.0,Ninguna,66–70,no,no,17.34
2013,12 magallanes,rural,si,Q4,sup_tecnica_completa,mujer,33.0,Sólo Móvil,31–35,no,si,17.34
2013,12 magallanes,rural,no,Q4,media_ch_completa,hombre,45.0,Ninguna,41–45,no,no,17.34
2013,12 magallanes,rural,no,Q1,basica_completa,hombre,73.0,Ninguna,71–75,no,no,17.34
2013,12 magallanes,rural,si,Q4,media_tp_completa,mujer,69.0,Sólo Fija,66–70,si,no,17.34
2013,12 magallanes,rural,no,Q4,media_ch_completa,mujer,24.0,Ninguna,21–25,no,no,17.34
2013,12 magallanes,rural,si,Q3,media_tp_completa,mujer,30.0,Sólo Móvil,26–30,si,si,17.34
2013,12 magallanes,rural,si,Q5,sup_tecnica_completa,mujer,37.0,Sólo Móvil,36–40,si,si,17.34
2013,12 magallanes,rural,si,Q3,sup_tecnica_completa,mujer,45.0,Sólo Móvil,41–45,si,si,17.34
2013,12 magallanes,rural,si,Q5,media_ch_completa,mujer,50.0,Sólo Fija,46–50,si,no,17.34
2013,12 magallanes,rural,no,Q4,basica_completa,hombre,52.0,Ninguna,51–55,no,no,17.34
2013,12 magallanes,rural,si,Q5,media_ch_completa,mujer,42.0,Sólo Móvil,41–45,si,no,17.34
2013,12 magallanes,rural,si,Q4,media_tp_completa,hombre,64.0,Sólo Móvil,61–65,si,no,17.34
2013,12 magallanes,rural,no,Q5,sup_universitaria_completa,hombre,43.0,Ninguna,41–45,no,no,17.34
2013,12 magallanes,rural,no,Q4,basica_completa,hombre,61.0,Ninguna,61–65,no,no,17.34
2013,14 los_rios,urbano,si,Q3,media_ch_completa,mujer,32.0,Sólo Móvil,31–35,no,si,152.78
2013,14 los_rios,urbano,si,Q2,sup_universitaria_incompleta,hombre,22.0,Sólo Fija,21–25,si,si,152.78
2013,14 los_rios,urbano,no,Q1,basica_incompleta,mujer,50.0,Ninguna,46–50,no,no,152.78
2013,14 los_rios,urbano,si,Q5,media_ch_completa,mujer,19.0,Sólo Fija,18–20,si,si,152.78
2013,14 los_rios,urbano,si,Q4,media_tp_completa,hombre,25.0,Sólo Fija,21–25,si,si,152.78
2013,14 los_rios,urbano,no,Q2,basica_incompleta,hombre,38.0,Ninguna,36–40,no,no,152.78
2013,14 los_rios,urbano,si,Q5,media_ch_completa,mujer,25.0,Sólo Fija,21–25,si,si,152.78
2013,14 los_rios,urbano,si,Q4,media_ch_completa,mujer,35.0,Sólo Fija,31–35,si,si,152.78
2013,14 los_rios,urbano,si,Q5,sup_universitaria_completa,mujer,27.0,Sólo Fija,26–30,si,si,152.78
2013,9 araucania,urbano,si,Q4,media_tp_completa,mujer,47.0,Sólo Fija,46–50,si,no,334.39
2013,9 araucania,urbano,si,Q5,basica_incompleta,mujer,52.0,Sólo Móvil,51–55,si,si,334.39
2013,9 araucania,urbano,si,Q4,media_ch_completa,mujer,23.0,Sólo Móvil,21–25,si,no,334.39
2013,9 araucania,urbano,no,Q1,basica_incompleta,mujer,65.0,Ninguna,61–65,no,no,334.39
2013,9 araucania,urbano,si,Q3,media_ch_completa,mujer,46.0,Sólo Fija,46–50,si,no,334.39
2013,9 araucania,urbano,si,Q3,sup_universitaria_incompleta,hombre,24.0,Sólo Móvil,21–25,si,si,334.39
2013,9 araucania,urbano,no,Q4,media_tp_completa,mujer,41.0,Ninguna,41–45,no,no,334.39
2013,9 araucania,urbano,no,Q4,sup_tecnica_completa,hombre,48.0,Ninguna,46–50,no,no,334.39
2013,9 araucania,urbano,si,Q5,basica_completa,hombre,73.0,Sólo Móvil,71–75,si,si,334.39
2013,14 los_rios,urbano,no,Q2,media_ch_completa,mujer,30.0,Ninguna,26–30,no,no,152.78
2013,14 los_rios,urbano,si,Q1,media_tp_completa,hombre,28.0,Sólo Móvil,26–30,no,si,152.78
2013,14 los_rios,urbano,si,Q2,media_ch_completa,mujer,22.0,Sólo Móvil,21–25,no,si,152.78
2013,14 los_rios,urbano,si,Q2,media_ch_completa,mujer,27.0,Sólo Fija,26–30,si,si,152.78
2013,14 los_rios,urbano,si,Q1,sup_universitaria_incompleta,mujer,24.0,Sólo Fija,21–25,si,si,152.78
2013,14 los_rios,urbano,no,Q1,basica_incompleta,hombre,71.0,Ninguna,71–75,no,no,152.78
2013,14 los_rios,urbano,si,Q5,sup_universitaria_completa,mujer,30.0,Sólo Fija,26–30,si,si,152.78
2013,14 los_rios,urbano,si,Q2,sup_universitaria_incompleta,hombre,20.0,Sólo Fija,18–20,si,si,152.78
2013,14 los_rios,urbano,si,Q2,media_ch_completa,hombre,18.0,Sólo Fija,18–20,si,si,152.78
2013,14 los_rios,urbano,si,Q2,sup_universitaria_incompleta,hombre,21.0,Sólo Fija,21–25,si,si,152.78
2013,9 araucania,urbano,no,Q2,media_tp_incompleta,mujer,45.0,Ninguna,41–45,no,no,334.39
2013,9 araucania,urbano,si,Q3,sup_universitaria_incompleta,mujer,22.0,Sólo Móvil,21–25,no,si,334.39
2013,9 araucania,urbano,si,Q5,media_ch_completa,mujer,22.0,Sólo Móvil,21–25,si,si,334.39
2013,9 araucania,urbano,si,Q4,media_tp_completa,mujer,29.0,Sólo Móvil,26–30,si,si,334.39
2013,9 araucania,urbano,no,Q5,media_ch_completa,hombre,31.0,Ninguna,31–35,no,no,334.39
2013,9 araucania,urbano,si,Q5,media_tp_completa,mujer,25.0,Sólo Móvil,21–25,si,si,334.39
2013,9 araucania,urbano,si,Q3,sup_universitaria_incompleta,mujer,21.0,Sólo Fija,21–25,si,si,334.39
2013,9 araucania,urbano,no,Q2,media_ch_completa,mujer,37.0,Ninguna,36–40,no,no,334.39
2013,9 araucania,urbano,si,Q3,basica_completa,mujer,49.0,Sólo Móvil,46–50,si,si,334.39
2013,9 araucania,urbano,no,Q3,media_tp_completa,hombre,25.0,Ninguna,21–25,no,no,334.39
2013,9 araucania,rural,no,Q3,media_tp_completa,hombre,23.0,Ninguna,21–25,no,no,785.49
2013,9 araucania,rural,no,Q1,basica_incompleta,mujer,44.0,Ninguna,41–45,no,no,785.49
2013,9 araucania,rural,no,Q1,basica_completa,mujer,38.0,Ninguna,36–40,no,no,785.49
2013,9 araucania,rural,no,Q5,media_tp_completa,hombre,30.0,Ninguna,26–30,no,no,785.49
2013,9 araucania,rural,no,Q1,media_tp_incompleta,hombre,18.0,Ninguna,18–20,no,no,785.49
2013,9 araucania,rural,no,Q3,basica_completa,mujer,32.0,Ninguna,31–35,no,no,785.49
2013,9 araucania,rural,no,Q3,media_tp_completa,hombre,19.0,Ninguna,18–20,no,no,785.49
2013,9 araucania,rural,no,Q1,media_ch_incompleta,mujer,21.0,Ninguna,21–25,no,no,785.49
2013,9 araucania,rural,no,Q1,media_tp_completa,mujer,23.0,Ninguna,21–25,no,no,785.49
2013,9 araucania,urbano,no,Q4,media_tp_completa,hombre,36.0,Ninguna,36–40,no,no,334.39
2013,9 araucania,urbano,si,Q5,sup_universitaria_completa,hombre,28.0,Sólo Móvil,26–30,si,si,334.39
2013,9 araucania,urbano,si,Q4,basica_completa,mujer,52.0,Sólo Móvil,51–55,si,no,334.39
2013,9 araucania,urbano,no,Q4,media_tp_completa,mujer,30.0,Ninguna,26–30,no,no,334.39
2013,9 araucania,urbano,no,Q1,media_ch_completa,mujer,62.0,Ninguna,61–65,no,no,334.39
2013,9 araucania,urbano,no,Q3,basica_completa,mujer,60.0,Ninguna,56–60,no,no,334.39
2013,9 araucania,urbano,no,Q3,basica_completa,mujer,66.0,Ninguna,66–70,no,no,334.39
2013,9 araucania,urbano,si,Q5,sup_universitaria_completa,mujer,62.0,Sólo Móvil,61–65,no,si,334.39
2013,9 araucania,urbano,no,Q2,media_ch_completa,hombre,40.0,Ninguna,36–40,no,no,334.39
2013,9 araucania,urbano,si,Q2,sup_universitaria_incompleta,mujer,20.0,Sólo Móvil,18–20,si,si,334.39
2013,7 maule,urbano,no,Q3,basica_completa,mujer,55.0,Ninguna,51–55,no,no,365.76
2013,7 maule,urbano,si,Q5,sup_universitaria_incompleta,mujer,19.0,Sólo Móvil,18–20,si,si,365.76
2013,7 maule,urbano,no,Q2,media_tp_completa,hombre,57.0,Ninguna,56–60,no,no,365.76
2013,7 maule,urbano,si,Q4,media_ch_incompleta,mujer,70.0,Sólo Móvil,66–70,si,no,365.76
2013,7 maule,urbano,no,Q2,basica_incompleta,hombre,68.0,Ninguna,66–70,no,no,365.76
2013,7 maule,urbano,si,Q2,media_ch_completa,mujer,44.0,Sólo Móvil,41–45,si,si,365.76
2013,7 maule,urbano,no,Q1,media_ch_completa,hombre,72.0,Ninguna,71–75,no,no,365.76
2013,5 valparaiso,urbano,no,Q1,media_ch_completa,hombre,24.0,Ninguna,21–25,no,no,439.76
2013,5 valparaiso,urbano,no,Q1,media_ch_completa,mujer,53.0,Ninguna,51–55,no,no,439.76
2013,5 valparaiso,urbano,no,Q2,media_ch_completa,hombre,28.0,Ninguna,26–30,no,no,439.76
2013,5 valparaiso,urbano,si,Q2,media_ch_completa,mujer,19.0,Sólo Móvil,18–20,si,no,439.76
2013,5 valparaiso,urbano,si,Q5,media_tp_completa,hombre,36.0,Sólo Móvil,36–40,no,si,439.76
2013,5 valparaiso,urbano,no,Q2,basica_incompleta,mujer,46.0,Ninguna,46–50,no,no,439.76
2013,5 valparaiso,urbano,si,Q2,media_ch_incompleta,hombre,45.0,Sólo Móvil,41–45,si,no,439.76
2013,5 valparaiso,urbano,no,Q1,media_ch_completa,hombre,29.0,Ninguna,26–30,no,no,439.76
2013,5 valparaiso,urbano,no,Q2,media_ch_completa,mujer,65.0,Ninguna,61–65,no,no,439.76
2013,7 maule,urbano,si,Q4,media_ch_completa,mujer,23.0,Sólo Móvil,21–25,si,no,365.76
2013,7 maule,urbano,si,Q1,sup_tecnica_completa,mujer,32.0,Sólo Móvil,31–35,si,si,365.76
2013,7 maule,urbano,si,Q4,media_tp_incompleta,mujer,47.0,Sólo Fija,46–50,si,si,365.76
2013,7 maule,urbano,no,Q1,basica_incompleta,mujer,53.0,Ninguna,51–55,no,no,365.76
2013,7 maule,urbano,si,Q1,media_ch_incompleta,mujer,46.0,Sólo Fija,46–50,si,no,365.76
2013,7 maule,urbano,si,Q3,basica_completa,mujer,27.0,Sólo Móvil,26–30,no,si,365.76
2013,7 maule,urbano,si,Q2,basica_completa,hombre,38.0,Sólo Móvil,36–40,no,si,365.76
2013,7 maule,urbano,no,Q1,basica_incompleta,mujer,73.0,Ninguna,71–75,no,no,365.76
2013,7 maule,urbano,no,Q3,basica_incompleta,mujer,60.0,Ninguna,56–60,no,no,365.76
2013,7 maule,urbano,si,Q2,media_ch_completa,hombre,18.0,Sólo Móvil,18–20,si,si,365.76
2013,7 maule,urbano,si,Q5,media_ch_completa,hombre,46.0,Sólo Fija,46–50,si,no,365.76
2013,7 maule,urbano,no,Q3,basica_completa,mujer,60.0,Ninguna,56–60,no,no,365.76
2013,7 maule,urbano,si,Q4,sup_universitaria_completa,mujer,48.0,Sólo Fija,46–50,si,no,365.76
2013,7 maule,urbano,si,Q5,sup_universitaria_completa,mujer,61.0,Sólo Fija,61–65,si,no,365.76
2013,7 maule,urbano,no,Q5,media_tp_completa,mujer,70.0,Ninguna,66–70,no,no,365.76
2013,7 maule,urbano,no,Q1,basica_incompleta,hombre,69.0,Ninguna,66–70,no,no,365.76
2013,7 maule,urbano,si,Q5,sup_universitaria_completa,hombre,49.0,Sólo Fija,46–50,si,no,365.76
2013,7 maule,urbano,si,Q4,sup_universitaria_completa,hombre,35.0,Sólo Móvil,31–35,no,si,365.76
2013,7 maule,urbano,si,Q5,media_tp_incompleta,mujer,57.0,Sólo Fija,56–60,si,si,365.76
2013,7 maule,urbano,si,Q5,sup_tecnica_incompleta,mujer,25.0,Sólo Fija,21–25,si,si,365.76
2013,13 metropolitana,urbano,no,Q2,sup_universitaria_completa,mujer,74.0,Ninguna,71–75,no,no,936.1
2013,13 metropolitana,urbano,no,Q5,basica_incompleta,mujer,50.0,Ninguna,46–50,no,no,936.1
2013,13 metropolitana,urbano,si,Q2,media_ch_completa,hombre,18.0,Sólo Fija,18–20,si,si,936.1
2013,13 metropolitana,urbano,si,Q5,sup_tecnica_completa,hombre,41.0,Sólo Fija,41–45,si,si,936.1
2013,13 metropolitana,urbano,no,Q4,basica_incompleta,mujer,18.0,Ninguna,18–20,no,no,936.1
2013,13 metropolitana,urbano,no,Q3,media_tp_completa,hombre,72.0,Ninguna,71–75,no,no,936.1
2013,13 metropolitana,urbano,no,Q1,media_tp_incompleta,mujer,69.0,Ninguna,66–70,no,no,936.1
2013,13 metropolitana,urbano,si,Q3,media_tp_completa,mujer,50.0,Sólo Fija,46–50,si,no,936.1
2013,13 metropolitana,urbano,si,Q5,sup_tecnica_completa,mujer,37.0,Sólo Fija,36–40,si,si,936.1
2013,13 metropolitana,urbano,no,Q4,basica_incompleta,mujer,60.0,Ninguna,56–60,no,no,936.1
2013,13 metropolitana,urbano,no,Q3,sup_tecnica_completa,mujer,60.0,Ninguna,56–60,no,no,936.1
2013,13 metropolitana,urbano,no,Q4,media_ch_completa,mujer,68.0,Ninguna,66–70,no,no,936.1
2013,13 metropolitana,urbano,no,Q2,basica_incompleta,mujer,36.0,Ninguna,36–40,no,no,936.1
2013,13 metropolitana,urbano,si,Q1,media_tp_completa,mujer,35.0,Sólo Fija,31–35,si,si,936.1
2013,13 metropolitana,urbano,si,Q3,media_ch_completa,mujer,45.0,Sólo Móvil,41–45,si,si,936.1
2013,13 metropolitana,urbano,si,Q4,sup_tecnica_incompleta,hombre,30.0,Sólo Fija,26–30,si,si,936.1
2013,13 metropolitana,urbano,si,Q5,media_ch_completa,hombre,57.0,Sólo Fija,56–60,si,no,936.1
2013,13 metropolitana,urbano,si,Q5,basica_completa,mujer,21.0,Sólo Fija,21–25,si,no,936.1
2013,13 metropolitana,urbano,si,Q5,sup_tecnica_incompleta,mujer,19.0,Sólo Fija,18–20,si,si,936.1
2013,13 metropolitana,urbano,si,Q2,basica_completa,mujer,69.0,Sólo Móvil,66–70,si,si,936.1
2013,13 metropolitana,urbano,si,Q4,media_ch_completa,hombre,47.0,Sólo Móvil,46–50,si,no,936.1
